ID,Price,Date,Postcode,Type,New,Duration,PANN,SANON,Street,Locality,Town,District,Country,Product_Category,Product_Status,Price__Score,Overall_Score
{09266DDC-2B04-AF90-E063-4704A8C02087},0.04128303167969476,2023-06-30 00:00,DH4 4RS,T,N,F,6,FLAT 5,GRANGEWOOD COURT,SUNNISIDE,HOUGHTON LE SPRING,SUNDERLAND,TYNE AND WEAR,A,A,-1.7527389038902788,0.9279588058881068
{09266DDC-2B05-AF90-E063-4704A8C02087},0.04411229760644102,2023-08-14 00:00,NE16 4BH,S,N,F,43,FLAT 5,MILTON ROAD,WHICKHAM,NEWCASTLE UPON TYNE,GATESHEAD,TYNE AND WEAR,A,A,-1.7036427178967388,0.9279588058881068
{09266DDC-2B07-AF90-E063-4704A8C02087},0.013798734105588205,2023-07-28 00:00,NE33 4SZ,T,N,F,3,FLAT 5,GRESFORD STREET,WHICKHAM,SOUTH SHIELDS,SOUTH TYNESIDE,TYNE AND WEAR,A,A,-2.2296732821132395,0.9279588058881068
{09266DDC-2B08-AF90-E063-4704A8C02087},0.012990372412232127,2023-07-28 00:00,NE1 2DB,F,N,L,TUBE COURT,FLAT 30,HOWARD STREET,WHICKHAM,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-2.2437007638256796,0.9279588058881068
{09266DDC-2B09-AF90-E063-4704A8C02087},0.09261399920780554,2023-05-19 00:00,NE16 5NL,T,N,F,31,FLAT 30,FELLSIDE AVENUE,SUNNISIDE,NEWCASTLE UPON TYNE,GATESHEAD,TYNE AND WEAR,A,A,-0.8619938151503371,0.9279588058881068
{09266DDC-2B0A-AF90-E063-4704A8C02087},0.11888575424187797,2023-04-28 00:00,NE3 2JB,S,N,F,5,FLAT 30,BERKELEY SQUARE,SUNNISIDE,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-0.40610065949603646,0.9279588058881068
{09266DDC-2B0B-AF90-E063-4704A8C02087},0.04510254068080222,2023-09-11 00:00,NE1 3DW,F,N,L,5,FLAT 30,LOVE LANE,SUNNISIDE,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-1.6864590527989995,0.9279588058881068
{09266DDC-2B0C-AF90-E063-4704A8C02087},0.3331016029812379,2023-07-07 00:00,NE3 4JL,F,N,L,MONTAGU COURT,FLAT 80,MONTAGU AVENUE,SUNNISIDE,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,3.3111819943005707,0.9279588058881068
{09266DDC-2B0D-AF90-E063-4704A8C02087},0.04411229760644102,2023-08-11 00:00,NE10 8PU,T,N,F,26,FLAT 80,CHILCROSSE,SUNNISIDE,GATESHEAD,GATESHEAD,TYNE AND WEAR,A,A,-1.7036427178967388,0.9279588058881068
{09266DDC-2B0E-AF90-E063-4704A8C02087},0.05662169481112629,2023-07-31 00:00,DH5 0GE,D,N,F,75,FLAT 80,KINGFISHER DRIVE,EASINGTON LANE,HOUGHTON LE SPRING,SUNDERLAND,TYNE AND WEAR,A,A,-1.4865674383967291,0.9279588058881068
{09266DDC-2B0F-AF90-E063-4704A8C02087},0.09786835021462002,2023-10-18 00:00,NE2 2DL,F,N,L,92,GROUND FLOOR FLAT,ST GEORGES TERRACE,JESMOND,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-0.770815184019477,0.9279588058881068
{09266DDC-2B10-AF90-E063-4704A8C02087},0.06836314840712328,2023-10-20 00:00,NE12 6ED,T,N,F,3,GROUND FLOOR FLAT,SOUTHGATE,JESMOND,NEWCASTLE UPON TYNE,NORTH TYNESIDE,TYNE AND WEAR,A,A,-1.282818266523538,0.9279588058881068
{09266DDC-2B11-AF90-E063-4704A8C02087},0.05421681877339196,2023-03-17 00:00,NE4 5DP,F,N,L,PRINTWORKS,APARTMENT 21,RUTHERFORD STREET,JESMOND,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-1.5282991964912385,0.9279588058881068
{09266DDC-2B12-AF90-E063-4704A8C02087},0.10878123307492704,2023-09-22 00:00,NE3 4PE,F,N,L,KENTON LODGE,APARTMENT 25,KENTON ROAD,JESMOND,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-0.5814441809015366,0.9279588058881068
{09266DDC-2B13-AF90-E063-4704A8C02087},0.08453038227424478,2023-10-20 00:00,NE3 4PE,F,N,L,KENTON LODGE,APARTMENT 24,KENTON ROAD,JESMOND,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-1.0022686322747374,0.9279588058881068
{09266DDC-2B14-AF90-E063-4704A8C02087},0.2866208056132636,2023-09-05 00:00,NE26 1TB,T,N,F,13,APARTMENT 24,ST MARYS AVENUE,JESMOND,WHITLEY BAY,NORTH TYNESIDE,TYNE AND WEAR,A,A,2.504601795835269,0.9279588058881068
{09266DDC-2B15-AF90-E063-4704A8C02087},0.07806348872739619,2023-06-13 00:00,NE13 9DP,T,N,F,26,APARTMENT 24,ELMWOOD PARK GARDENS,JESMOND,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-1.1144884859742576,0.9279588058881068
{09266DDC-2B16-AF90-E063-4704A8C02087},0.03602868067288027,2023-08-25 00:00,NE15 8HN,T,N,F,18,APARTMENT 24,HARESIDE WALK,JESMOND,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-1.843917535021139,0.9279588058881068
{09266DDC-2B17-AF90-E063-4704A8C02087},0.0837220205808887,2023-09-29 00:00,NE13 9DU,S,N,F,3,APARTMENT 24,OSPREY WALK,JESMOND,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A,-1.0162961139871776,0.9279588058881068
{09266DDC-2E6C-AF90-E063-4704A8C02087},0.07442586110729385,2023-09-29 00:00,CF83 8QB,S,N,F,19,APARTMENT 24,BRYNHEULOG TERRACE,MACHEN,CAERPHILLY,CAERPHILLY,CAERPHILLY,A,A,-1.1776121536802375,0.9279588058881068
{09266DDC-2E6D-AF90-E063-4704A8C02087},0.12090665847526816,2023-09-20 00:00,NP25 3PB,S,N,F,4,APARTMENT 24,HEREFORD ROAD,MACHEN,MONMOUTH,MONMOUTHSHIRE,MONMOUTHSHIRE,A,A,-0.3710319552149364,0.9279588058881068
{09266DDC-2E6E-AF90-E063-4704A8C02087},0.05421681877339196,2023-08-24 00:00,CF48 2AU,T,N,F,90,APARTMENT 24,GWLADYS STREET,PANT,MERTHYR TYDFIL,MERTHYR TYDFIL,MERTHYR TYDFIL,A,A,-1.5282991964912385,0.9279588058881068
{09266DDC-2E6F-AF90-E063-4704A8C02087},0.055227270890087055,2023-09-08 00:00,SA4 0XA,S,N,F,55,APARTMENT 24,BRYNGWILI ROAD,HENDY,SWANSEA,CARMARTHENSHIRE,CARMARTHENSHIRE,A,A,-1.5107648443506885,0.9279588058881068
{09266DDC-2E70-AF90-E063-4704A8C02087},0.04411229760644102,2023-09-08 00:00,SA2 8HT,T,N,F,38,APARTMENT 24,LABURNUM PLACE,SKETTY,SWANSEA,SWANSEA,SWANSEA,A,A,-1.7036427178967388,0.9279588058881068
{09266DDC-2E71-AF90-E063-4704A8C02087},0.17749197701019342,2023-08-01 00:00,CF14 5QJ,S,N,F,20,APARTMENT 24,CRYSTAL GLEN,LLANISHEN,CARDIFF,CARDIFF,CARDIFF,A,A,0.6108917646558654,0.9279588058881068
{09266DDC-2E72-AF90-E063-4704A8C02087},0.07240495687390366,2023-08-24 00:00,CH5 1AR,S,N,F,27,APARTMENT 24,CAERNARVON CLOSE,SHOTTON,DEESIDE,FLINTSHIRE,FLINTSHIRE,A,A,-1.2126808579613377,0.9279588058881068
{09266DDC-2E73-AF90-E063-4704A8C02087},0.025924159505929332,2023-08-25 00:00,NP23 6DP,T,N,F,4,APARTMENT 24,MOUNT STREET,SHOTTON,EBBW VALE,BLAENAU GWENT,BLAENAU GWENT,A,A,-2.019261056426639,0.9279588058881068
{09266DDC-2E74-AF90-E063-4704A8C02087},0.06836314840712328,2023-05-31 00:00,CF83 8BN,S,N,F,13,APARTMENT 24,BRYN Y FRAN AVENUE,TRETHOMAS,CAERPHILLY,CAERPHILLY,CAERPHILLY,A,A,-1.282818266523538,0.9279588058881068
{09266DDC-2E75-AF90-E063-4704A8C02087},0.02491370738923424,2023-09-08 00:00,CF37 5RB,S,N,F,7,APARTMENT 24,MORIEN CRESCENT,TRETHOMAS,PONTYPRIDD,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,A,A,-2.036795408567189,0.9279588058881068
{09266DDC-2E76-AF90-E063-4704A8C02087},0.07038405264051346,2023-08-11 00:00,CF11 6SU,T,N,F,32,APARTMENT 24,STAFFORD ROAD,TRETHOMAS,CARDIFF,CARDIFF,CARDIFF,A,A,-1.247749562242438,0.9279588058881068
{09266DDC-2E77-AF90-E063-4704A8C02087},0.027945063739319518,2023-10-06 00:00,SA1 1UZ,F,N,L,32,APARTMENT 24,FERRARA SQUARE,MARITIME QUARTER,SWANSEA,SWANSEA,SWANSEA,A,A,-1.9841923521455394,0.9279588058881068
{09266DDC-2E78-AF90-E063-4704A8C02087},0.07968021211410833,2023-08-25 00:00,SA3 4JU,S,N,L,6,APARTMENT 24,SEALANDS DRIVE,MUMBLES,SWANSEA,SWANSEA,SWANSEA,A,A,-1.0864335225493775,0.9279588058881068
{09266DDC-2E79-AF90-E063-4704A8C02087},0.07846766957407422,2023-08-15 00:00,NP44 1DB,S,N,F,1,APARTMENT 24,FIVE LOCKS CLOSE,PONTNEWYDD,CWMBRAN,TORFAEN,TORFAEN,A,A,-1.1074747451180376,0.9279588058881068
{09266DDC-2E7A-AF90-E063-4704A8C02087},0.040070489139660645,2023-08-04 00:00,CF39 8HT,S,N,F,126,APARTMENT 24,CAER GWERLAS,TONYREFAIL,PORTH,RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,A,A,-1.7737801264589388,0.9279588058881068
{09266DDC-2E7B-AF90-E063-4704A8C02087},0.12696937117543874,2023-09-29 00:00,SA2 8NF,S,N,F,2,APARTMENT 24,GABALFA ROAD,SKETTY,SWANSEA,SWANSEA,SWANSEA,A,A,-0.26582584237163587,0.9279588058881068
{09266DDC-2E7C-AF90-E063-4704A8C02087},0.06472552078702094,2023-08-25 00:00,CH4 0RA,S,N,F,15,APARTMENT 24,SIMPSONS WAY,BROUGHTON,CHESTER,FLINTSHIRE,FLINTSHIRE,A,A,-1.345941934229518,0.9279588058881068
{09266DDC-2E7D-AF90-E063-4704A8C02087},0.07806348872739619,2023-09-29 00:00,NP26 4LE,T,N,F,4,APARTMENT 24,LONGFELLOW CLOSE,BROUGHTON,CALDICOT,MONMOUTHSHIRE,MONMOUTHSHIRE,A,A,-1.1144884859742576,0.9279588058881068
{09266DDC-2E7E-AF90-E063-4704A8C02087},0.06230043570695272,2023-06-20 00:00,CF5 5QA,T,N,F,72,APARTMENT 24,LAURISTON PARK,BROUGHTON,CARDIFF,CARDIFF,CARDIFF,A,A,-1.388024379366838,0.9279588058881068
{09266DDC-2E7F-AF90-E063-4704A8C02087},0.0705861430638525,2023-09-29 00:00,LL19 7DD,D,N,F,127,APARTMENT 24,MARION ROAD,BROUGHTON,PRESTATYN,DENBIGHSHIRE,DENBIGHSHIRE,A,A,-1.2442426918143277,0.9279588058881068
{09266DDC-2E80-AF90-E063-4704A8C02087},0.05421681877339196,2023-08-09 00:00,CF32 8SB,S,N,F,36,APARTMENT 24,PEN Y MYNYDD,BETTWS,BRIDGEND,BRIDGEND,BRIDGEND,A,A,-1.5282991964912385,0.9279588058881068
{09266DDC-2E81-AF90-E063-4704A8C02087},0.04209139337305083,2023-08-18 00:00,SA1 8HH,T,N,F,27,APARTMENT 24,MIDDLETON STREET,ST THOMAS,SWANSEA,SWANSEA,SWANSEA,A,A,-1.7387114221778388,0.9279588058881068
{09266DDC-2E82-AF90-E063-4704A8C02087},0.06634224417373309,2023-08-02 00:00,CH7 6XW,S,N,F,56,APARTMENT 24,BRYN CLWYD,MYNYDD ISA,MOLD,FLINTSHIRE,FLINTSHIRE,A,A,-1.317886970804638,0.9279588058881068
{09266DDC-2E83-AF90-E063-4704A8C02087},0.025519978659251295,2023-06-22 00:00,CF32 7AR,T,N,F,4,APARTMENT 24,RHIWGLYN ROAD,OGMORE VALE,BRIDGEND,BRIDGEND,BRIDGEND,A,A,-2.026274797282859,0.9279588058881068
{09266DDC-2E84-AF90-E063-4704A8C02087},0.08351993015754969,2023-05-22 00:00,NP18 3EZ,S,N,L,46,APARTMENT 24,NORTHFIELD CLOSE,CAERLEON,NEWPORT,NEWPORT,NEWPORT,A,A,-1.0198029844152874,0.9279588058881068
{09266DDC-2E85-AF90-E063-4704A8C02087},0.1532411262095112,2023-08-14 00:00,CF11 9EQ,T,N,F,116,APARTMENT 24,SEVERN GROVE,CAERLEON,CARDIFF,CARDIFF,CARDIFF,A,A,0.19006731328266502,0.9279588058881068
{09266DDC-2E86-AF90-E063-4704A8C02087},0.05745026554681627,2023-05-05 00:00,LL30 1SZ,T,N,F,18,APARTMENT 24,LON GWALIA,CAERLEON,LLANDUDNO,CONWY,CONWY,A,A,-1.472189269641478,0.9279588058881068
{09266DDC-2E88-AF90-E063-4704A8C02087},0.09229146289215646,2023-09-14 00:00,SA5 5DH,S,N,F,581,APARTMENT 24,MIDDLE ROAD,RAVENHILL,SWANSEA,SWANSEA,SWANSEA,A,A,-0.8675907803536007,0.9279588058881068
{09266DDC-2E89-AF90-E063-4704A8C02087},0.15122022197612098,2023-06-13 00:00,CF36 3HL,D,N,F,12,APARTMENT 24,CANDLESTON CLOSE,NOTTAGE,PORTHCAWL,BRIDGEND,BRIDGEND,A,A,0.1549986090015645,0.9279588058881068
{09266DDC-2E8B-AF90-E063-4704A8C02087},0.11080213730831723,2023-08-24 00:00,CF5 4SF,D,N,F,12,APARTMENT 24,DENISON WAY,NOTTAGE,CARDIFF,CARDIFF,CARDIFF,A,A,-0.5463754766204366,0.9279588058881068
{09266DDC-2E8C-AF90-E063-4704A8C02087},0.11686485000848779,2023-09-22 00:00,CF31 2SR,D,N,F,15,APARTMENT 24,TREMAINS COURT,BRACKLA,BRIDGEND,BRIDGEND,BRIDGEND,A,A,-0.4411693637771365,0.9279588058881068
{09266DDC-2E8D-AF90-E063-4704A8C02087},0.021882351039148953,2023-10-16 00:00,CH8 9SN,S,N,F,ISLAND VIEW,APARTMENT 24,MAIN ROAD,FFYNNONGROYW,HOLYWELL,FLINTSHIRE,FLINTSHIRE,A,A,-2.0893984649888395,0.9279588058881068
{09266DDC-2E8E-AF90-E063-4704A8C02087},0.11080213730831723,2023-08-18 00:00,CF14 1HS,D,N,F,30,APARTMENT 24,WAUNTREODA ROAD,FFYNNONGROYW,CARDIFF,CARDIFF,CARDIFF,A,A,-0.5463754766204366,0.9279588058881068
{09266DDC-2E8F-AF90-E063-4704A8C02087},0.0643213399403429,2023-08-04 00:00,CF83 4BG,S,N,F,98,APARTMENT 24,KING STREET,ABERTRIDWR,CAERPHILLY,CAERPHILLY,CAERPHILLY,A,A,-1.3529556750857379,0.9279588058881068
{09266DDC-2E90-AF90-E063-4704A8C02087},0.09665580767458591,2023-05-05 00:00,NP18 3EZ,S,N,L,40,APARTMENT 24,NORTHFIELD CLOSE,CAERLEON,NEWPORT,NEWPORT,NEWPORT,A,A,-0.791856406588137,0.9279588058881068
{09266DDC-30B9-AF90-E063-4704A8C02087},0.10271852037475648,2023-08-10 00:00,LL49 9UE,D,N,F,20,APARTMENT 24,TAN Y FOEL,BORTH Y GEST,PORTHMADOG,GWYNEDD,GWYNEDD,A,A,-0.6866502937448367,0.9279588058881068
{09266DDC-30BA-AF90-E063-4704A8C02087},0.02349907442586111,2023-06-02 00:00,LL57 3HD,T,N,F,4,APARTMENT 24,TANDDERWEN,LLANLLECHID,BANGOR,GWYNEDD,GWYNEDD,A,A,-2.061343501563959,0.9279588058881068
{09266DDC-30BC-AF90-E063-4704A8C02087},0.14111570080917005,2023-08-03 00:00,NP44 6TY,D,N,F,66,APARTMENT 24,GLAN RHYD,COED EVA,CWMBRAN,TORFAEN,TORFAEN,A,A,-0.020344912403935638,0.9279588058881068
{09266DDC-30BD-AF90-E063-4704A8C02087},0.04209139337305083,2023-07-07 00:00,SA10 7RZ,T,N,F,13,APARTMENT 24,PRIORY COURT,COED EVA,NEATH,NEATH PORT TALBOT,NEATH PORT TALBOT,A,A,-1.7387114221778388,0.9279588058881068
{09266DDC-30BE-AF90-E063-4704A8C02087},0.08857219074102517,2023-10-25 00:00,LL73 8PF,D,N,F,BRYN TAWEL,APARTMENT 24,PRIORY COURT,COED EVA,MARIANGLAS,ISLE OF ANGLESEY,ISLE OF ANGLESEY,A,A,-0.9321312237125371,0.9279588058881068
{09266DDC-30BF-AF90-E063-4704A8C02087},0.14111570080917005,2023-08-30 00:00,CF61 1TB,S,N,F,2,APARTMENT 24,RAGLANDE COURT,COED EVA,LLANTWIT MAJOR,THE VALE OF GLAMORGAN,THE VALE OF GLAMORGAN,A,A,-0.020344912403935638,0.9279588058881068
{09266DDC-30C0-AF90-E063-4704A8C02087},0.07442586110729385,2023-08-07 00:00,CF5 5TX,T,N,F,10,APARTMENT 24,HEOL COLLEN,COED EVA,CARDIFF,CARDIFF,CARDIFF,A,A,-1.1776121536802375,0.9279588058881068
{09266DDC-30C1-AF90-E063-4704A8C02087},0.08776382904766909,2023-09-29 00:00,CF83 8AG,S,N,F,19,APARTMENT 24,THE CRESCENT,BEDWAS,CAERPHILLY,CAERPHILLY,CAERPHILLY,A,A,-0.9461587054249772,0.9279588058881068
{09266DDC-30C2-AF90-E063-4704A8C02087},0.040070489139660645,2023-09-08 00:00,CH5 2EW,S,N,F,76,APARTMENT 24,HAWARDEN WAY,MANCOT,DEESIDE,FLINTSHIRE,FLINTSHIRE,A,A,-1.7737801264589388,0.9279588058881068
{09266DDC-30C3-AF90-E063-4704A8C02087},0.09584744598122984,2023-08-31 00:00,LL29 8LL,D,N,F,18,APARTMENT 24,MAES MADOG,LLANELIAN,COLWYN BAY,CONWY,CONWY,A,A,-0.805883888300577,0.9279588058881068
{09266DDC-30C4-AF90-E063-4704A8C02087},0.15122022197612098,2023-08-11 00:00,CF5 1LN,S,N,F,148,APARTMENT 24,BRUNSWICK STREET,LLANELIAN,CARDIFF,CARDIFF,CARDIFF,A,A,0.1549986090015645,0.9279588058881068
{09266DDC-30C5-AF90-E063-4704A8C02087},0.01784054257236858,2023-03-30 00:00,LL29 9UR,S,N,F,2,APARTMENT 24,COED COCH ROAD,OLD COLWYN,COLWYN BAY,CONWY,CONWY,A,A,-2.1595358735510395,0.9279588058881068
{09266DDC-30C6-AF90-E063-4704A8C02087},0.1762794344701593,2023-10-05 00:00,NP26 5RT,D,N,F,48,APARTMENT 24,TREETOPS,PORTSKEWETT,CALDICOT,MONMOUTHSHIRE,MONMOUTHSHIRE,A,A,0.5898505420872053,0.9279588058881068
{09266DDC-30C7-AF90-E063-4704A8C02087},0.08655128650763498,2023-08-25 00:00,CF82 7FA,D,N,F,7,APARTMENT 24,PEN Y CAE,YSTRAD MYNACH,HENGOED,CAERPHILLY,CAERPHILLY,A,A,-0.9671999279936372,0.9279588058881068
{09266DDC-30C8-AF90-E063-4704A8C02087},0.10473942460814667,2023-09-08 00:00,LL16 3JS,D,N,F,10,APARTMENT 24,Y WEIRGLODD,YSTRAD MYNACH,DENBIGH,DENBIGHSHIRE,DENBIGHSHIRE,A,A,-0.6515815894637367,0.9279588058881068
{09266DDC-30C9-AF90-E063-4704A8C02087},0.029965967972709704,2023-09-01 00:00,NP13 2PJ,T,N,F,13,APARTMENT 24,CORONATION ROAD,SIX BELLS,ABERTILLERY,BLAENAU GWENT,BLAENAU GWENT,A,A,-1.9491236478644391,0.9279588058881068
{09266DDC-30CA-AF90-E063-4704A8C02087},0.12292756270865837,2023-04-26 00:00,LL53 8AF,D,N,F,TY CERNYW,APARTMENT 24,CORONATION ROAD,RHIW,PWLLHELI,GWYNEDD,GWYNEDD,A,A,-0.3359632509338359,0.9279588058881068
{09266DDC-30CB-AF90-E063-4704A8C02087},0.03804958490627046,2023-08-30 00:00,SA15 1PD,T,N,F,13,APARTMENT 24,CORONATION ROAD,RHIW,LLANELLI,CARMARTHENSHIRE,CARMARTHENSHIRE,A,A,-1.8088488307400388,0.9279588058881068
{09266DDC-30CC-AF90-E063-4704A8C02087},0.05340845708003589,2023-10-16 00:00,SA1 7ET,S,N,F,43,APARTMENT 24,PEN Y GARN,PENTRECHWYTH,SWANSEA,SWANSEA,SWANSEA,A,A,-1.5423266782036784,0.9279588058881068
{09266DDC-30CF-AF90-E063-4704A8C02087},0.18759649817714438,2023-08-04 00:00,CF5 6SG,D,N,F,SWYN-Y-COED,APARTMENT 24,PEN Y GARN,ST NICHOLAS,CARDIFF,THE VALE OF GLAMORGAN,THE VALE OF GLAMORGAN,A,A,0.7862352860613661,0.9279588058881068
{09266DDC-30D0-AF90-E063-4704A8C02087},0.12696937117543874,2023-10-13 00:00,NP18 2BH,D,N,F,3,APARTMENT 24,SPARTAN CLOSE,LANGSTONE,NEWPORT,NEWPORT,NEWPORT,A,A,-0.26582584237163587,0.9279588058881068
{09266DDC-30D2-AF90-E063-4704A8C02087},0.03400777643949009,2023-08-24 00:00,SA17 5DQ,T,N,F,25,APARTMENT 24,NEW STREET,LANGSTONE,KIDWELLY,CARMARTHENSHIRE,CARMARTHENSHIRE,A,A,-1.878986239302239,0.9279588058881068
{09266DDC-30D3-AF90-E063-4704A8C02087},0.060279531473562534,2023-07-21 00:00,NP20 6ES,S,N,F,4,APARTMENT 24,HOLLYBUSH AVENUE,LANGSTONE,NEWPORT,NEWPORT,NEWPORT,A,A,-1.423093083647938,0.9279588058881068
{09266DDC-30D4-AF90-E063-4704A8C02087},0.10676032884153686,2023-06-09 00:00,LL34 6DN,D,N,F,12,APARTMENT 24,PARC MOEL LUS,LANGSTONE,PENMAENMAWR,CONWY,CONWY,A,A,-0.6165128851826366,0.9279588058881068
{09266DDC-30D5-AF90-E063-4704A8C02087},0.050983371999967664,2023-10-09 00:00,CH6 5LX,S,N,F,35,APARTMENT 24,FOURTH AVENUE,LANGSTONE,FLINT,FLINTSHIRE,FLINTSHIRE,A,A,-1.5844091233409985,0.9279588058881068
{09266DDC-30D6-AF90-E063-4704A8C02087},0.041485122103033775,2023-05-26 00:00,CH8 7JZ,S,N,F,39,APARTMENT 24,TRINITY ROAD,GREENFIELD,HOLYWELL,FLINTSHIRE,FLINTSHIRE,A,A,-1.7492320334621687,0.9279588058881068
{09266DDC-30D7-AF90-E063-4704A8C02087},0.13101117964221912,2023-10-02 00:00,LL19 9NR,D,N,F,40,APARTMENT 24,PLAS UCHAF AVENUE,GREENFIELD,PRESTATYN,DENBIGHSHIRE,DENBIGHSHIRE,A,A,-0.1956884338094358,0.9279588058881068
{09266DDC-30D9-AF90-E063-4704A8C02087},0.04411229760644102,2023-08-03 00:00,LD1 6DD,T,N,F,SPRINGFIELD COTTAGE,1,BROOKLAND ROAD,GREENFIELD,LLANDRINDOD WELLS,POWYS,POWYS,B,A,-1.7036427178967388,0.9279588058881068
{09266DDC-30DA-AF90-E063-4704A8C02087},0.031178510512743823,2023-08-25 00:00,LL18 4PD,S,N,F,8,1,NORMAN DRIVE,GREENFIELD,RHYL,DENBIGHSHIRE,DENBIGHSHIRE,A,A,-1.928082425295779,0.9279588058881068
{09266DDC-30DB-AF90-E063-4704A8C02087},0.040070489139660645,2023-07-26 00:00,CF3 4BL,F,N,L,24,1,CHULMLEIGH CLOSE,GREENFIELD,CARDIFF,CARDIFF,CARDIFF,A,A,-1.7737801264589388,0.9279588058881068
{09266DDC-30DC-AF90-E063-4704A8C02087},0.02107398934579288,2023-10-13 00:00,NP13 3DW,T,N,F,51,1,ABERTILLERY ROAD,BLAINA,ABERTILLERY,BLAENAU GWENT,BLAENAU GWENT,A,A,-2.1034259467012792,0.9279588058881068
